QUAYCODE;NAME;TOWN;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO
NL:Q:40210190;Station/Parallelweg;Wolfheze;0,2;3,9;0,0;0,0;0,0;0,0
NL:Q:40210200;Boshoeve;Wolfheze;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40210210;Boshoeve;Wolfheze;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40210220;De Buunderkamp;Wolfheze;0,4;1,0;0,0;0,0;0,0;0,0
NL:Q:40210230;De Buunderkamp;Wolfheze;0,8;0,4;0,0;0,0;0,0;0,0
NL:Q:40220070;Polenplein;Driel;4,0;0,5;0,0;0,0;0,0;0,0
NL:Q:40220080;Polenplein;Driel;0,9;3,2;0,0;0,0;0,0;0,0
NL:Q:40220090;Ausemsstraat;Driel;0,9;0,2;0,0;0,0;0,0;0,0
NL:Q:40220100;Ausemsstraat;Driel;0,1;0,7;0,0;0,0;0,0;0,0
NL:Q:40220110;Cremerstraat;Driel;0,6;0,1;0,0;0,0;0,0;0,0
NL:Q:40220120;Cremerstraat;Driel;0,1;0,5;0,0;0,0;0,0;0,0
NL:Q:40221020;Grote Breeken;Driel;13,2;0,2;7,5;0,1;4,8;0,1
NL:Q:40221030;Grote Breeken;Driel;0,4;12,2;0,2;6,7;0,1;4,0
NL:Q:40221190;De Meikers;Driel;2,5;37,3;0,9;17,4;0,6;12,2
NL:Q:40221200;De Meikers;Driel;39,0;2,4;20,0;0,8;12,5;0,6
NL:Q:40221210;Broeksingel;Driel;1,0;18,7;0,2;8,0;0,2;6,8
NL:Q:40221220;Broeksingel;Driel;20,9;1,2;12,1;0,5;6,9;0,3
NL:Q:40221310;Vredesteinsestraat;Driel;0,1;1,3;0,1;0,7;0,0;0,3
NL:Q:40221320;Vredesteinsestraat;Driel;1,4;0,1;1,3;0,1;0,3;0,0
NL:Q:40221330;Noordhoeksestraat;Driel;0,0;0,9;0,1;0,8;0,0;0,5
NL:Q:40221340;Noordhoeksestraat;Driel;1,0;0,0;1,1;0,0;0,4;0,0
NL:Q:40258001;Schalterdalweg;Woeste Hoeve;2,6;2,6;2,2;2,1;2,3;1,2
NL:Q:40269001;Oud Reemsterweg;Oud Reemst;0,6;0,3;0,5;0,6;0,5;0,3
NL:Q:40269002;Oud Reemsterweg;Oud Reemst;0,2;0,8;0,4;0,8;0,1;0,6
NL:Q:40269097;'s-Koonings Jaght;Arnhem;25,4;0,9;11,8;0,4;7,7;0,6
NL:Q:40300040;Bokkedijk;Renkum;1,8;1,0;1,5;0,8;0,9;0,7
NL:Q:40300050;Bokkedijk;Renkum;0,9;3,6;0,9;2,4;0,7;1,9
NL:Q:40300060;Nieuweweg;Renkum;15,2;11,1;9,5;9,7;4,6;5,9
NL:Q:40300070;Nieuweweg;Renkum;15,3;10,1;13,4;7,3;6,4;3,5
NL:Q:40300080;Europalaan;Renkum;11,8;19,6;7,5;16,2;3,2;8,9
NL:Q:40300090;Europalaan;Renkum;25,1;12,3;16,6;9,4;9,2;3,6
NL:Q:40300100;Don Boscoweg;Renkum;0,1;0,8;0,0;0,0;0,0;0,0
NL:Q:40300110;Don Boscoweg;Renkum;0,8;0,1;0,0;0,0;0,0;0,0
NL:Q:40300120;Groeneweg;Renkum;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:40300130;Groeneweg;Renkum;0,4;0,2;0,1;0,1;0,3;0,1
NL:Q:40300140;Heidesteinlaan;Renkum;43,7;44,8;27,9;23,3;17,7;19,3
NL:Q:40300160;Hackettweg;Heelsum;4,8;11,5;3,0;8,5;1,2;4,8
NL:Q:40300170;Telefoonweg;Renkum;10,700000000000001;5,2;7,2;3,8;3,4;1,7
NL:Q:40300180;Telefoonweg;Renkum;4,5;9,299999999999999;2,7;6,4;1,2;3,4
NL:Q:40300190;Fluitersheuvel;Renkum;12,2;7,8;6,7;3,7;3,8;2,2
NL:Q:40300200;Fluitersheuvel;Renkum;6,6;12,9;3,8;7,2;1,8;4,4
NL:Q:40300230;Bellevue;Renkum;18,1;10,0;15,7;6,3;9,0;3,7
NL:Q:40300240;Bellevue;Renkum;9,1;15,5;5,4;12,0;2,8;6,8
NL:Q:40300270;Doelum;Renkum;16,8;6,7;10,6;5,1;6,4;2,3
NL:Q:40300280;Doelum;Renkum;6,5;14,4;4,2;9,7;2,1;5,8
NL:Q:40300300;Melkdam;Renkum;95,5;31,0;70,8;20,4;43,5;15,6
NL:Q:40300310;Melkdam;Renkum;0,4;96,8;0,3;65,2;0,1;52,4
NL:Q:40300380;Maatweg;Renkum;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:40300410;IJsbaan/Kortenburg;Renkum;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:40300420;IJsbaan/Kortenburg;Renkum;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40300450;Waterweg;Renkum;0,3;0,2;0,0;0,0;0,0;0,0
NL:Q:40300460;Waterweg;Renkum;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:40300470;Nieuwe Keijenbergseweg;Renkum;0,4;0,1;0,0;0,0;0,0;0,0
NL:Q:40300480;Nieuwe Keijenbergseweg;Renkum;0,1;0,5;0,0;0,0;0,0;0,0
NL:Q:40300490;van Riessenstraat;Renkum;0,6;0,5;0,0;0,0;0,0;0,0
NL:Q:40300500;Dorpsstraat;Renkum;0,3;1,0;0,0;0,0;0,0;0,0
NL:Q:40300510;Centrum;Renkum;0,6;0,3;0,0;0,0;0,0;0,0
NL:Q:40300520;Centrum;Renkum;0,5;1,0;0,0;0,0;0,0;0,0
NL:Q:40300530;Wilgenpas;Renkum;3,9;0,2;0,0;0,0;0,0;0,0
NL:Q:40300540;Wilgenpas;Renkum;0,4;3,6;0,0;0,0;0,0;0,0
NL:Q:40320040;Liefkenshoek;Heteren;0,1;0,3;0,0;0,0;0,0;0,0
NL:Q:40320060;Poort v. Midden Gld Gr.;Heteren;0,3;8,3;0,0;0,0;0,0;0,0
NL:Q:40320070;Poort v. Midden Gld Gr.;Heteren;8,3;17,1;0,0;0,0;0,0;0,0
NL:Q:40320130;Nachtegaalstraat;Heteren;0,4;4,1;0,0;0,0;0,0;0,0
NL:Q:40320131;Nachtegaalstraat;Heteren;0,6000000000000001;0,0;0,0;0,0;0,0;0,0
NL:Q:40320160;Elzenpas;Heteren;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:40320170;Elzenpas;Heteren;10,5;17,8;4,1;8,8;2,1;6,0
NL:Q:40320210;Beemdhof;Heteren;37,199999999999996;37,699999999999996;21,2;20,5;12,3;14,4
NL:Q:40320240;Schaapsakker;Heteren;12,8;0,5;7,3;0,2;5,2;0,2
NL:Q:40320320;Schoutenkamp;Heteren;2,6;2,0;0,0;0,0;0,0;0,0
NL:Q:40320360;Heetveld;Heteren;17,6;17,5;10,6;8,5;6,8;7,1
NL:Q:40320380;Onze Lieve Vrouwestraat;Heteren;14,5;8,7;8,6;4,1;5,0;3,1
NL:Q:40320390;Polderstraat;Heteren;10,4;31,4;1,6;10,8;0,3;4,6
NL:Q:40320400;Polderstraat;Heteren;37,7;0,4;15,0;0,1;5,7;0,1
NL:Q:40321330;Uilenburgsestraat;Heteren;0,2;2,7;0,2;1,0;0,0;1,0
NL:Q:40321340;Uilenburgsestraat;Heteren;2,6;0,1;1,3;0,2;0,9;0,0
NL:Q:40321350;Achterstraat/PvMG;Heteren;7,6;58,8;2,9;41,4;0,3;11,2
NL:Q:40321360;Achterstraat/PvMG;Heteren;32,2;0,1;19,1;0,2;2,6;0,0
NL:Q:40322011;Beemdhof;Heteren;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:40344001;Apeldoornseweg;'s Heeren Loo;18,4;3,6;7,2;2,0;6,6;1,4
NL:Q:40344002;Apeldoornseweg;'s Heeren Loo;3,7;20,4;2,0;8,6;1,8;6,6
NL:Q:40351001;Stoppelbergweg;Beekbergen;1,9;3,4;1,9;4,2;1,9;2,5
NL:Q:40351002;Stoppelbergweg;Beekbergen;3,9;2,8;4,1;2,1;2,4;1,9
NL:Q:40351003;Vossenfarm;Beekbergen;0,8;3,3;0,9;2,5;0,7;1,7
NL:Q:40351004;Vossenfarm;Beekbergen;3,2;0,8;2,7;0,9;1,7;0,8
NL:Q:40358002;Schalterdalweg;Woeste Hoeve;1,5;3,2;1,8;3,5;1,3;2,5
NL:Q:40360001;'t Lage Veld;Otterlo;4,2;2,1;4,0;1,3;3,2;0,9
NL:Q:40360002;'t Lage Veld;Otterlo;1,2;4,2;0,7;3,7;0,8;1,9
NL:Q:40360003;De Zanding;Otterlo;7,3;4,3;5,5;1,8;5,2;0,9
NL:Q:40360004;De Zanding;Otterlo;3,0;7,3;1,2;4,8;1,1;2,7
NL:Q:40360005;Onderlangs;Otterlo;10,6;3,3;6,2;2,4;4,2;0,6
NL:Q:40360006;Onderlangs;Otterlo;1,2;10,1;0,7;4,8;0,5;3,6
NL:Q:40360007;Centrum;Otterlo;9,5;1,4;10,7;2,0;8,5;0,6
NL:Q:40360008;Centrum;Otterlo;1,7;8,4;1,7;7,3;0,7;4,8
NL:Q:40360009;Rotonde;Otterlo;75,1;78,2;56,0;51,5;44,1;41,5
NL:Q:40360010;Rotonde;Otterlo;78,3;77,1;55,1;55,8;46,5;43,5
NL:Q:40360013;Rotonde;Otterlo;1,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40360014;Rotonde;Otterlo;0,0;0,7;0,0;0,0;0,0;0,0
NL:Q:40360019;Sterrenberg;Otterlo;0,2;0,2;0,1;0,3;0,2;0,3
NL:Q:40360020;Sterrenberg;Otterlo;0,1;0,2;0,1;0,2;0,1;0,2
NL:Q:40361002;Museum Schietkamp;Harskamp;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40362008;Ingang Otterlo;De Hoge Veluwe;0,1;1,2;0,1;2,2;0,1;1,8
NL:Q:40374001;Centrum;Hoenderloo;7,6;13,4;11,0;18,0;9,5;11,9
NL:Q:40374002;Centrum;Hoenderloo;14,2;8,7;17,9;14,3;12,9;9,4
NL:Q:40374005;Krimweg Dorp;Hoenderloo;3,0;3,9;2,4;4,2;2,1;3,1
NL:Q:40374006;Krimweg Dorp;Hoenderloo;2,6;2,6;3,8;2,4;3,0;1,2
NL:Q:40374011;Hoenderloo Groep;Hoenderloo;5,4;5,9;2,3;2,7;2,6;4,7
NL:Q:40374012;Hoenderloo Groep;Hoenderloo;6,8;5,4;3,5;3,1;3,1;3,5
NL:Q:40374013;Miggelenbergweg;Hoenderloo;4,5;14,2;3,4;10,0;3,6;8,0
NL:Q:40374014;Miggelenbergweg;Hoenderloo;13,0;5,8;9,4;4,1;7,6;2,7
NL:Q:40400060;Costerweg;Wageningen;5,1;30,7;2,1;8,0;0,7;10,7
NL:Q:40400070;Costerweg;Wageningen;38,8;8,2;23,1;1,7;13,4;2,6
NL:Q:40400080;Arboretumlaan;Wageningen;3,5;53,5;2,0;39,5;1,5;48,7
NL:Q:40400085;Arboretumlaan;Wageningen;16,3;0,5;17,7;0,3;11,3;0,3
NL:Q:40400090;Arboretumlaan;Wageningen;40,8;2,3;33,1;2,2;20,6;2,1
NL:Q:40400100;Diedenweg;Wageningen;5,4;57,7;4,6;41,1;2,2;66,2
NL:Q:40400110;Diedenweg;Wageningen;58,5;7,5;48,6;7,2;26,4;4,4
NL:Q:40400170;Wageningse Berg;Wageningen;26,8;33,7;24,8;24,7;15,4;18,3
NL:Q:40400440;Wageningse Berg;Wageningen;24,8;27,1;18,5;24,5;12,4;20,0
NL:Q:40402017;Bosweg;Bennekom;5,8;1,9;4,5;1,1;3,5;1,2
NL:Q:40405000;Busstation;Wageningen;131,2;164,5;143,70000000000002;105,0;80,1;103,19999999999999
NL:Q:40405010;;;83,1;9,9;65,2;3,8;33,8;2,7
NL:Q:40405011;Busstation;Wageningen;5,9;5,1;2,2;0,9;0,9;0,4
NL:Q:40405012;Busstation;Wageningen;117,10000000000001;347,90000000000003;99,8;244,3;66,3;249,5
NL:Q:40405013;Busstation;Wageningen;595,0;282,5;516,9000000000001;247,5;268,09999999999997;277,4
NL:Q:40406007;Dolderstraat;Wageningen;20,9;3,6;19,9;3,7;12,5;2,4
NL:Q:40406008;Dolderstraat;Wageningen;3,4;14,8;3,8;10,1;1,4;11,7
NL:Q:40406009;Nobelweg;Wageningen;66,0;17,3;77,5;9,6;43,2;6,6
NL:Q:40406010;Nobelweg;Wageningen;19,4;43,1;9,2;36,8;4,9;60,6
NL:Q:40406011;Mansholtlaan;Wageningen;9,5;1,6;11,8;0,9;7,2;0,8
NL:Q:40406012;Mansholtlaan;Wageningen;3,5;9,7;1,7;9,0;0,8;9,0
NL:Q:40406013;Buissteeg;Wageningen;5,7;1,5;4,4;1,3;3,2;0,6
NL:Q:40406014;Buissteeg;Wageningen;1,0;5,3;0,7;4,1;0,5;2,9
NL:Q:40406019;Haagsteeg;Wageningen;311,6;42,6;240,9;15,0;137,4;21,9
NL:Q:40406020;Haagsteeg;Wageningen;34,4;286,4;12,8;189,6;7,6;293,5
NL:Q:40406021;Business- en Science Park;Wageningen;139,9;36,0;111,1;23,6;73,4;24,7
NL:Q:40406022;Business- en Science Park;Wageningen;32,4;121,8;22,0;92,6;15,2;100,9
NL:Q:40406023;Dijkgraaf;Wageningen;57,5;16,2;49,1;10,5;33,6;10,9
NL:Q:40406024;Dijkgraaf;Wageningen;11,6;74,9;13,5;69,9;7,6;72,7
NL:Q:40406025;Bornsesteeg;Wageningen;65,5;36,8;71,1;21,4;44,2;18,5
NL:Q:40406026;Bornsesteeg;Wageningen;29,6;71,5;28,9;91,4;15,8;84,7
NL:Q:40406027;Hoevestein;Wageningen;117,5;21,8;67,5;11,3;52,5;12,3
NL:Q:40406028;Hoevestein;Wageningen;16,5;107,7;12,1;86,6;8,6;111,3
NL:Q:40406029;Campus/Atlas;Wageningen;310,6;30,4;43,8;8,5;23,9;7,1
NL:Q:40406030;Campus/Atlas;Wageningen;31,4;375,7;8,2;43,6;6,8;47,4
NL:Q:40406035;Busstation;Wageningen;577,4;554,2;437,7;397,29999999999995;323,29999999999995;432,5
NL:Q:40406051;Geertjesweg;Wageningen;22,8;1,3;24,6;0,6;16,2;0,6
NL:Q:40406052;Geertjesweg;Wageningen;1,3;16,1;0,7;13,6;0,5;18,8
NL:Q:40407021;Mondriaanlaan;Wageningen;94,5;20,2;75,6;11,9;45,6;10,6
NL:Q:40407022;Mondriaanlaan;Wageningen;23,3;65,0;11,2;38,1;7,0;69,2
NL:Q:40407023;Campus/Forum;Wageningen;249,2;88,7;108,0;25,1;56,3;21,1
NL:Q:40407024;Campus/Forum;Wageningen;109,0;218,0;22,4;62,8;15,7;104,6
NL:Q:40410030;Oranje Nassau's Oord;Wageningen;0,6;0,5;0,0;0,0;0,0;0,0
NL:Q:40410040;Oranje Nassau's Oord;Wageningen;0,6;0,9;0,0;0,0;0,0;0,0
NL:Q:40410050;Begraafplaats;Wageningen;0,2;0,4;0,0;0,0;0,0;0,0
NL:Q:40410060;Begraafplaats;Wageningen;0,5;0,2;0,0;0,0;0,0;0,0
NL:Q:40420030;Nijburgsestraat;Randwijk;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40420040;Nijburgsestraat;Randwijk;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40420050;Bredeweg;Randwijk;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40420060;Bredeweg;Randwijk;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40420070;Prins Bernhardstraat;Randwijk;1,1;0,4;0,0;0,0;0,0;0,0
NL:Q:40420080;Prins Bernhardstraat;Randwijk;0,4;0,8;0,0;0,0;0,0;0,0
NL:Q:40420090;NUON huisje;Randwijk;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:40420100;NUON huisje;Randwijk;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:40420130;Kerk;Indoornik;0,4;0,1;0,0;0,0;0,0;0,0
NL:Q:40420140;Kerk;Indoornik;0,0;0,7;0,0;0,0;0,0;0,0
NL:Q:40432001;De Harmonie;Laag-Soeren;9,7;1,5;5,8;1,7;2,6;0,7
NL:Q:40432002;De Harmonie;Laag-Soeren;1,4;12,0;1,6;6,9;0,5;4,2
NL:Q:40433002;'t Veentje;Eerbeek;0,3;1,6;0,4;0,5;0,1;0,8
NL:Q:40441001;Harderwijkerweg;Loenen;1,9000000000000001;1,3;0,6;0,3;0,30000000000000004;0,0
NL:Q:40441003;Bergakkerweg;Loenen;1,4;2,5;1,0;1,1;0,2;0,6
NL:Q:40441004;Bergakkerweg;Loenen;2,3000000000000003;1,6;1,3;1,7999999999999998;0,5;0,6000000000000001
NL:Q:40441005;Bruisbeek;Loenen;4,6000000000000005;8,5;2,7;4,3;1,2;1,6
NL:Q:40441006;Bruisbeek;Loenen;8,5;5,800000000000001;5,7;4,3;2,2;2,9000000000000004
NL:Q:40441007;Leeuwenbergweg;Loenen;1,7;9,5;0,6000000000000001;4,9;0,30000000000000004;1,5
NL:Q:40441008;Leeuwenbergweg;Loenen;8,100000000000001;2,2;5,0;1,1;1,6;0,8
NL:Q:40441009;Hoge Bergweg;Loenen;3,0;6,8999999999999995;1,8;6,1;1,0;1,9
NL:Q:40441010;Hoge Bergweg;Loenen;6,6;3,4;7,3;2,0;2,6;1,3
NL:Q:40441011;Hoofdweg;Lieren;0,5;0,2;0,0;0,0;0,0;0,0
NL:Q:40441014;Voorsterweg;Lieren;1,1;1,2;0,0;0,0;0,0;0,0
NL:Q:40451007;De Smittenberg;Beekbergen;22,4;19,1;14,5;16,2;11,5;9,6
NL:Q:40451008;De Smittenberg;Beekbergen;11,1;19,4;12,0;13,4;6,6;9,3
NL:Q:40451009;Hagenbrug;Beekbergen;11,4;19,9;6,699999999999999;13,8;5,2;6,8
NL:Q:40451010;Hagenbrug;Beekbergen;15,7;11,0;11,8;6,3;6,2;4,8
NL:Q:40451013;De Wipselberg;Beekbergen;1,1;6,7;0,8999999999999999;4,4;0,6000000000000001;1,8
NL:Q:40451014;De Wipselberg;Beekbergen;6,5;1,2;4,7;1,6;1,5;1,0
NL:Q:40451015;Hulleweg;Beekbergen;0,6;3,8;0,7999999999999999;4,3;0,8999999999999999;1,4
NL:Q:40451016;Hulleweg;Beekbergen;4,7;0,7999999999999999;4,1;0,9;1,7;1,3
NL:Q:40451017;Zonnehuis;Beekbergen;1,4000000000000001;2,9;0,8;1,3;0,6;0,5
NL:Q:40451018;Zonnehuis;Beekbergen;3,2;1,7;2,1;1,0;0,6;0,30000000000000004
NL:Q:40451019;Kerkweg;Beekbergen;3,4000000000000004;5,2;2,2;4,1;1,0;1,2
NL:Q:40451020;Kerkweg;Beekbergen;7,3;2,5;5,1;1,7;0,9;0,5
NL:Q:40451021;Koningsweg;Beekbergen;0,6;2,0;0,4;1,1;0,5;0,6
NL:Q:40451022;Koningsweg;Beekbergen;3,6;0,6;1,8;0,7;0,4;0,30000000000000004
NL:Q:40451034;Laan van Westenenk;Apeldoorn;14,2;10,2;5,1;2,4;2,5;1,9
NL:Q:40451075;Kapelmeestershoeve;Apeldoorn;12,5;17,5;9,2;7,9;7,7;6,2
NL:Q:40451076;Kapelmeestershoeve;Apeldoorn;23,1;15,5;8,0;9,9;4,4;6,6
NL:Q:40451077;De Eglantier;Apeldoorn;62,6;32,9;43,5;13,5;25,2;7,6
NL:Q:40451078;De Eglantier;Apeldoorn;33,0;56,699999999999996;12,1;37,1;5,1;20,9
NL:Q:40451096;Laan van Erica;Apeldoorn;10,1;14,299999999999999;1,2;10,7;0,6;6,4
NL:Q:40451097;Jaromirgaarde;Apeldoorn;5,0;5,6;2,0;1,1;1,5;0,7
NL:Q:40451099;Rademakersdonk;Apeldoorn;17,0;9,899999999999999;8,4;4,0;6,9;1,8
NL:Q:40451100;Rademakersdonk;Apeldoorn;6,1;15,200000000000001;1,2;8,3;0,5;7,5
NL:Q:40451101;Valkeniersdonk;Apeldoorn;16,9;13,600000000000001;7,4;4,8;3,5;3,4
NL:Q:40451102;Valkeniersdonk;Apeldoorn;10,7;14,299999999999999;2,9;6,1;1,4;4,2
NL:Q:40451103;Turfstekershoeve;Apeldoorn;18,2;16,2;10,1;4,7;7,0;3,0
NL:Q:40451105;Landdrostlaan;Apeldoorn;4,1;21,0;0,0;0,0;0,0;0,0
NL:Q:40451106;Landdrostlaan;Apeldoorn;17,7;4,3;0,0;0,0;0,0;0,0
NL:Q:40451143;Soldeniersveld;Apeldoorn;1,5;0,0;0,0;0,0;0,0;0,0
NL:Q:40451181;Ferguutgaarde;Apeldoorn;13,9;6,6;7,6;4,4;5,1;3,0
NL:Q:40451182;De Heemgaard;Apeldoorn;9,5;22,3;2,6;10,8;2,2;7,9
NL:Q:40451183;De Heemgaard;Apeldoorn;23,3;13,1;7,0;2,9;4,6;2,0
NL:Q:40451210;Ferguutgaarde;Apeldoorn;3,4;9,6;1,9;5,7;1,7;3,7
NL:Q:40451252;Kooikersdreef;Apeldoorn;1,2;6,5;1,2;6,5;0,4;3,7
NL:Q:40451259;Parlevinkershoeve;Apeldoorn;19,0;16,8;7,2;8,7;3,8;7,7
NL:Q:40451333;Ekro;Apeldoorn;9,5;10,3;0,0;0,0;0,0;0,0
NL:Q:40451351;Eglantierlaan;Apeldoorn;9,8;7,1;6,1;3,6;3,9;2,5
NL:Q:40451402;Veldbrugweg;Lieren;0,0;0,4;0,0;0,0;0,0;0,0
NL:Q:40451403;Veldbrugweg;Lieren;0,9;0,0;0,0;0,0;0,0;0,0
NL:Q:40451404;Tullekensmolenweg;Lieren;0,0;0,2;0,0;0,0;0,0;0,0
NL:Q:40451405;Tullekensmolenweg;Lieren;0,3;0,0;0,0;0,0;0,0;0,0
NL:Q:40451406;Molenberg;Lieren;0,0;0,5;0,0;0,0;0,0;0,0
NL:Q:40451407;Molenberg;Lieren;0,4;0,0;0,0;0,0;0,0;0,0
NL:Q:40451408;Dorpshuis;Oosterhuizen;0,0;0,4;0,0;0,0;0,0;0,0
NL:Q:40451409;Dorpshuis;Oosterhuizen;0,6;0,0;0,0;0,0;0,0;0,0
NL:Q:40451412;Wittekruisweg;Oosterhuizen;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:40451413;Wittekruisweg;Oosterhuizen;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40451414;Vinkenkamp;Oosterhuizen;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40451415;Vinkenkamp;Oosterhuizen;0,2;0,0;0,0;0,0;0,0;0,0
NL:Q:40451416;Veendijk;Oosterhuizen;0,1;0,2;0,0;0,0;0,0;0,0
NL:Q:40451417;Veendijk;Oosterhuizen;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40451418;Camping Bosgraaf;Oosterhuizen;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40451459;Achterste Kerkweg;Oosterhuizen;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40451461;Wilmersdorf;Apeldoorn;1,4;0,0;0,0;0,0;0,0;0,0
NL:Q:40451462;Wilmersdorf;Apeldoorn;0,0;1,3;0,0;0,0;0,0;0,0
NL:Q:40451501;Laan van Malkenschoten;Apeldoorn;38,300000000000004;20,9;7,2;1,8;6,699999999999999;0,9
NL:Q:40451502;Laan van Malkenschoten;Apeldoorn;24,3;51,400000000000006;2,5;10,2;0,7;5,5
NL:Q:40459001;Aventurijn;Loenen;0,2;0,1;0,0;0,0;0,0;0,0
NL:Q:40461001;Museum Schietkamp;Harskamp;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40461003;Centrum;Harskamp;0,0;0,0;0,0;0,0;0,0;0,0
NL:Q:40461004;Centrum;Harskamp;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:40461005;De Spil;Harskamp;0,6;0,0;0,0;0,0;0,0;0,0
NL:Q:40461006;De Spil;Harskamp;0,0;0,8;0,0;0,0;0,0;0,0
NL:Q:40461007;Kraatsweg;Harskamp;10,1;3,2;3,1;0,9;2,0;0,4
NL:Q:40461008;Kraatsweg;Harskamp;3,7;7,8;0,8;2,5;0,4;1,5
NL:Q:40461009;Radioweg;Harskamp;0,9;1,5;0,6;0,2;0,4;0,2
NL:Q:40461010;Radioweg;Harskamp;1,7999999999999998;0,7;0,2;0,5;0,3;0,4
NL:Q:40461011;Kraaikamperweg;Harskamp;0,1;0,1;0,0;0,0;0,0;0,0
NL:Q:40461012;Kraaikamperweg;Harskamp;0,2;0,1;0,0;0,1;0,0;0,0
NL:Q:40461013;Hoog Buurloseweg;Harskamp;0,7;1,4;0,7;0,3;0,9;0,1
NL:Q:40461014;Hoog Buurloseweg;Harskamp;1,7999999999999998;1,0;0,3;0,7;0,4;0,5
NL:Q:40461015;Westenengerdijk;Harskamp;1,5;3,2;0,4;0,0;0,1;0,0
NL:Q:40461017;Harscamp;Harskamp;11,6;3,1;8,8;0,7;5,1;0,3
NL:Q:40461018;Harscamp;Harskamp;2,9;11,6;0,5;7,8;0,2;4,4
NL:Q:40463001;Hazendonkweg;Stroe;0,0;0,1;0,0;0,0;0,0;0,0
NL:Q:40463002;Hazendonkweg;Stroe;0,1;0,0;0,0;0,0;0,0;0,0
NL:Q:40463004;Heetweg;Stroe;0,6;2,0;0,2;0,5;0,1;0,5
NL:Q:40471131;De Ugchelse Kei;Ugchelen;1,0;0,2;0,0;0,0;0,0;0,0
NL:Q:40471152;Randerode;Apeldoorn;13,8;12,9;6,6;5,8;5,7;4,5
NL:Q:40471170;Middachten;Apeldoorn;7,6;0,1;4,2;0,1;2,3;0,0
NL:Q:40471171;Middachten;Apeldoorn;0,2;8,3;0,1;4,2;0,1;3,0
NL:Q:40471175;Vlietweg;Apeldoorn;0,4;9,6;0,1;4,1;0,1;2,4
NL:Q:40471228;Laan van Spitsbergen;Apeldoorn;40,3;8,3;24,3;4,1;16,6;2,8
NL:Q:40471295;Ugchelsegrensweg;Ugchelen;0,8;0,3;0,0;0,0;0,0;0,0
NL:Q:40471300;Markendoel;Ugchelen;0,1;0,3;0,0;0,0;0,0;0,0
NL:Q:40471301;Richtersweg;Ugchelen;0,2;0,3;0,0;0,0;0,0;0,0
NL:Q:40471327;G.P. Duuringlaan;Ugchelen;1,3;0,9;0,0;0,0;0,0;0,0
NL:Q:40471349;Molecatenlaan;Apeldoorn;4,3;17,2;2,5;7,6;1,5;5,2
NL:Q:40471434;Heidehof;Ugchelen;0,7;0,7;0,0;0,0;0,0;0,0
NL:Q:40471463;Hoog Buurloseweg;Hoenderloo;2,9;6,3;0,6;3,8;0,9;1,9
NL:Q:40471464;Hoog Buurloseweg;Hoenderloo;4,0;3,4;1,8;1,3;1,6;0,5
NL:Q:40471465;Van der Valk/De Cantharel;Apeldoorn;2,2;11,6;1,9;9,7;2,6;8,3
NL:Q:40471466;Van der Valk/De Cantharel;Apeldoorn;10,5;2,1;9,5;1,9;6,9;1,6
NL:Q:40471467;Gelre Ziekenhuis;Apeldoorn;80,8;66,1;17,7;12,6;12,3;9,6
NL:Q:40471471;Het Leesten;Ugchelen;1,3;1,4;0,7;2,1;0,6;1,2
NL:Q:40471472;Het Leesten;Apeldoorn;1,3;1,4;1,8;0,7;1,1;0,6
NL:Q:40480015;Kronkelweg;Hoenderloo;1,4;0,5;1,1;0,2;1,0;0,6
NL:Q:40480016;Kronkelweg;Hoenderloo;0,4;1,2;0,2;0,5;0,3;0,6
NL:Q:40482003;Bezoekerscentrum;De Hoge Veluwe;1,2;1,4;2,7;2,6;3,7;3,2
NL:Q:40482005;Kroller Muller Museum;De Hoge Veluwe;2,8;0,0;5,4;0,1;5,4;0,1
