;STOPPLACECODE;INSTAP_WERK;UITSTAP_WERK;INSTAP_ZA;UITSTAP_ZA;INSTAP_ZO;UITSTAP_ZO;NAME;TOWN;RD-X;RD-Y
18;NL:S:16110081;0.1;0.7;0.2;0.4;0.0;0.0;Havixhorst;De Schiphorst;213975.0;521273.0
19;NL:S:16110090;0.3;4.1;0.3;0.9;0.0;0.0;Wiltenweg;De Wijk;215514.0;521025.0
20;NL:S:16110220;0.4;4.3;0.2;0.8;0.0;0.0;Willem Koopsweg;De Wolden;216018.0;521087.0
21;NL:S:16110230;0.0;0.5;0.1;0.2;0.0;0.0;Oosterakker;De Wijk;216245.0;520678.0
22;NL:S:16110240;2.9;2.3;1.6;1.0;0.0;0.0;Verzorgingstehuis;De Wijk;215857.0;520661.0
23;NL:S:16110260;4.7;1.3;0.5;0.0;0.0;0.0;Sparrenlaan;IJhorst;216373.0;519399.0
24;NL:S:16180050;0.0;0.1;0.0;0.0;0.0;0.0;Redder;Staphorst;212153.0;518826.0
25;NL:S:16180070;0.0;0.1;0.0;0.0;0.0;0.0;Reggersweg;Staphorst;211489.0;518509.0
26;NL:S:16180100;5.7;5.7;0.3;0.5;0.0;0.0;Vlakkenweg;Staphorst;209584.5;517112.0
27;NL:S:16180120;3.0;3.7;0.2;0.2;0.0;0.0;Geerligsland;Staphorst;209842.0;517347.5
28;NL:S:16180140;6.5;9.4;0.2;1.0;0.0;0.0;Jan Arendsland;Staphorst;210043.5;517536.0
29;NL:S:16180160;2.6;2.1;0.9;0.3;0.0;0.0;Snelweg;Staphorst;210207.5;517474.0
30;NL:S:16180180;17.7;22.0;1.5;1.7;0.0;0.0;Achthoevenweg;Staphorst;210600.0;517113.5
31;NL:S:16180200;33.8;34.9;4.8;3.3;0.0;0.0;Hoogeweg;Staphorst;210784.5;517301.0
32;NL:S:16180220;32.7;37.4;4.7;5.5;0.0;0.0;Bergerslag;Staphorst;210959.0;517541.5
33;NL:S:16180240;33.7;34.2;4.9;3.5;0.0;0.0;Gemeentehuis;Staphorst;210738.5;517792.0
34;NL:S:16180260;13.2;15.0;1.7;2.3;0.0;0.0;Lindenlaan;Staphorst;210469.5;518110.0
35;NL:S:16180280;9.7;8.9;1.4;1.1;0.0;0.0;Bejaardenhuis;Staphorst;210324.5;518281.5
36;NL:S:16180300;11.9;11.5;3.8;4.6;0.0;0.0;Prinses Beatrixstraat;Staphorst;210181.5;518622.5
37;NL:S:16180320;1.5;1.5;0.2;0.3;0.0;0.0;Boldewijnhuizen;Staphorst;209749.0;520124.5
38;NL:S:16180340;0.1;0.0;0.0;0.0;0.0;0.0;Pieter Zandt College;Staphorst;210873.0;516623.0
39;NL:S:16280100;3.4;5.5;0.5;0.6;0.0;0.0;Oostermenneweg;Rouveen;209700.0;512335.5
40;NL:S:16280120;5.4;4.7;0.8;0.6;0.0;0.0;Zuideindigerweg;Rouveen;209803.0;512976.5
41;NL:S:16280140;1.5;1.7;0.1;0.3;0.0;0.0;Stadsweg;Rouveen;209687.5;513655.5
42;NL:S:16280160;1.3;1.6;0.2;0.3;0.0;0.0;Oude Rijksweg 485;Rouveen;209362.0;514169.5
43;NL:S:16280180;36.1;37.8;4.9;4.6;0.0;0.0;Hervormde Kerk;Rouveen;209147.5;514455.0
44;NL:S:16280200;4.2;4.0;0.2;0.3;0.0;0.0;Oude Rijksweg 415;Rouveen;209024.0;514839.5
45;NL:S:16280220;1.8;2.2;0.2;0.2;0.0;0.0;Oud Gereformeerde Kerk;Rouveen;208862.0;515501.5
46;NL:S:16280240;4.0;4.3;0.3;0.1;0.0;0.0;Conradsweg;Rouveen;208864.5;515843.5
47;NL:S:16280260;8.3;8.4;1.0;0.9;0.0;0.0;Schoolwijksweg;Rouveen;209009.0;516299.0
48;NL:S:16280280;5.6;5.7;0.5;0.4;0.0;0.0;Dekkersweg;Rouveen;209279.0;516772.5
49;NL:S:16300010;18.2;28.3;0.7;0.6;0.6;0.4;Gemeentehuis;Steenwijk;204188.0;532982.0
50;NL:S:16300030;10.6;11.8;3.2;2.2;3.3;1.6;Vendelweg;Steenwijk;204045.0;533279.5
51;NL:S:16300050;18.099999999999998;8.8;2.1;1.8;1.3;0.6;Matthijs Kiersstraat;Steenwijk;203807.5;533623.5
52;NL:S:16301010;226.5;225.7;154.0;132.5;140.2;122.7;Station;Steenwijk;204301.0;533943.8
53;NL:S:16380100;3.0;7.5;0.3;0.6;0.0;0.0;Haersterbroekweg;Zwolle;207888.5;506372.5
54;NL:S:16380120;0.9;1.4;0.4;0.4;0.0;0.0;Steenwetering;Lichtmis;208515.5;507984.0
55;NL:S:16380140;2.4;2.3;0.1;0.3;0.0;0.0;Meeleweg;Lichtmis;209155.5;509620.5
56;NL:S:16380190;80.9;81.0;2.6;3.3;0.0;0.0;Busstation;Lichtmis;209704.0;511109.0
57;NL:S:16580010;2.1;2.6;0.7;0.9;0.2;0.2;Noordeinde;Zwolle;210262.0;507090.5
58;NL:S:16580030;2.5;3.0;0.4;0.6;0.1;0.1;Westeinde;Zwolle;209384.0;506307.0
59;NL:S:16580050;2.3;7.5;0.5;0.6;0.2;1.0;Markteweg;Zwolle;208842.0;506040.0
60;NL:S:16580070;23.1;22.0;2.2;3.1;0.9;1.1;Kleefstraat;Zwolle;208154.5;505792.0
61;NL:S:16680010;4.1;3.9;1.1;1.3;2.0;2.3;Dedemsweg;Ruitenveen;214131.0;508799.5
62;NL:S:16680030;5.1;5.2;2.1;2.0;1.3;1.2;Kuitermansweg;Ruitenveen;213618.5;508572.0
63;NL:S:16680050;2.1;2.5;0.3;0.5;0.2;0.3;Nieuwe Kreuleweg;Ruitenveen;212948.5;508275.0
64;NL:S:16680070;4.8;5.3;1.9;2.1;1.2;1.2;Hoevenweg;Ruitenveen;212252.0;507967.5
65;NL:S:16680090;1.6;2.0;0.3;0.4;0.1;0.2;Middenweg;Ruitenveen;211534.0;507653.0
66;NL:S:16680110;1.3;1.6;0.2;0.3;0.2;0.2;Nieuwendijk;Ruitenveen;210924.5;507385.0
67;NL:S:16780001;0.0;0.1;0.0;0.0;0.0;0.0;Schuilhut;Nieuwleusen;217048.0;508435.0
68;NL:S:16780010;7.3;8.3;1.8;2.0;1.5;1.7;De Vlijt;Nieuwleusen;217949.5;512039.0
69;NL:S:16780030;1.4;2.0;0.5;0.6;0.2;0.4;Oosterhulst;Nieuwleusen;216826.5;511916.5
70;NL:S:16780050;88.7;94.5;7.4;9.9;4.6;5.4;Den Hulst;Nieuwleusen;215688.0;511976.0
71;NL:S:16780070;23.7;26.1;9.4;9.9;4.9;5.1;Bejaardencentrum;Nieuwleusen;215794.5;511494.0
72;NL:S:16780080;7.4;1.3;2.4;0.2;1.1;0.0;Baron van Dedemstraat;Nieuwleusen;215624.0;511953.0
73;NL:S:16780090;29.5;31.1;12.4;11.6;4.6;5.2;Gereformeerde Kerk;Nieuwleusen;215921.5;511135.0
74;NL:S:16780110;33.8;34.6;8.9;7.8;5.9;5.9;Zwembad;Nieuwleusen;216060.5;510748.5
75;NL:S:16780130;64.0;70.2;22.2;18.7;10.5;11.1;Centrum;Nieuwleusen;216321.5;509843.5
76;NL:S:16780150;22.3;25.1;4.0;4.7;2.4;2.6;Westeinde;Nieuwleusen;215965.5;509663.5
77;NL:S:16780170;9.4;9.6;3.1;2.7;1.3;1.6;Bouwhuisweg;Nieuwleusen;215412.0;509382.5
78;NL:S:16780190;4.9;5.8;1.5;1.4;0.9;1.0;Molen;Nieuwleusen;214730.0;509063.0
79;NL:S:16780300;0.1;0.0;0.0;0.0;0.0;0.0;Grote Markt;Nieuwleusen;216323.5;510016.5
80;NL:S:16780560;13.9;13.8;0.0;0.0;0.0;0.0;Rollecater Brug;Nieuwleusen;213465.5;511827.0
81;NL:S:17000010;139.9;124.0;23.8;20.2;17.3;20.2;Station;Hoogeveen;228376.5;527843.0
82;NL:S:17000210;35.1;31.9;5.7;4.3;4.0;4.4;Buizerdlaan;Hoogeveen;230582.0;526501.5
83;NL:S:17000710;12.2;10.6;3.2;1.8;1.9;1.4;Mr. Cramerweg P+R;Hoogeveen;231240.5;526396.5
84;NL:S:17001650;1.9;2.7;0.4;0.3;0.1;0.2;Willemskade;Hoogeveen;228637.0;527459.5
85;NL:S:17003020;6.4;16.7;0.1;0.3;0.0;0.2;Industrieweg;Hoogeveen;228629.5;527649.0
86;NL:S:17003040;24.1;25.5;5.1;7.5;2.2;3.2;Tamboerpassage;Hoogeveen;228885.5;527146.5
87;NL:S:17003120;6.7;6.5;0.9;1.2;0.8;0.8;Wolfsbosstraat;Hoogeveen;229701.0;526505.0
88;NL:S:17003140;5.6;4.6;0.6;0.5;0.6;0.7;Valkenlaan;Hoogeveen;230185.5;526498.5
89;NL:S:17003200;8.5;10.3;1.4;2.0;1.0;0.8;'t Haagje;Hoogeveen;229027.5;526514.0
90;NL:S:17190010;5.6;6.3;0.3;0.4;0.2;0.2;Buitenvaart;Hollandscheveld;231478.0;524985.0
91;NL:S:17190030;2.1;2.5;0.3;0.4;0.3;0.3;Opgaande 71;Hollandscheveld;232092.5;524964.0
92;NL:S:17190050;20.0;20.3;2.4;2.6;1.4;1.8;'t Hoekje;Hollandscheveld;232436.0;524948.0
93;NL:S:17190150;5.8;6.1;0.7;1.0;0.4;0.4;Carstensdijk;Zuideropgaande;232403.0;522479.5
94;NL:S:17190190;0.2;0.3;0.1;0.0;0.0;0.0;Schooldijkje;Zuideropgaande;232388.5;522120.5
95;NL:S:17290010;0.3;0.3;0.0;0.0;0.0;0.1;Riegshoogtendijk;Kerkenveld;232361.0;521684.5
96;NL:S:17290030;9.8;9.7;1.5;0.9;0.9;0.5;Gedempte Wijde Wijk;Kerkenveld;232332.5;520932.5
97;NL:S:17290050;1.3;1.1;0.2;0.0;0.0;0.1;Ritmeesterweg;Kerkenveld;232318.0;520199.0
98;NL:S:17290070;0.1;0.1;0.0;0.1;0.0;0.0;Riegshoogtendijk 3;Kerkenveld;232305.5;519689.0
99;NL:S:17290090;1.2;1.0;0.1;0.2;0.0;0.2;Hoogeveenseweg 33;Kerkenveld;232293.0;519164.5
100;NL:S:17290110;1.3;1.8;0.3;0.4;0.2;0.4;Braambergerweg;Kerkenveld;232451.0;518232.5
101;NL:S:17290130;0.9;0.9;0.3;0.2;0.0;0.1;Hoogeveenseweg 11;Kerkenveld;232693.5;517775.5
102;NL:S:17310030;0.1;0.0;0.0;0.0;0.0;0.0;Zwarte Dijkje;Noordscheschut;232444.0;526568.0
103;NL:S:17350030;10.6;9.4;1.4;1.4;1.0;0.6;Riegshoogtendijk;Hollandscheveld;232490.5;524679.5
104;NL:S:17350050;0.5;0.8;0.2;0.3;0.1;0.2;Jan Wintersdijkje;Zuideropgaande;232463.5;523771.5
105;NL:S:17480030;1.6;3.4;1.0;1.9;0.8;1.0;Zwolseweg;Balkbrug;222531.5;512945.0
106;NL:S:17480050;16.4;14.9;4.6;4.7;2.4;2.3;d 'Olde Heerd;Balkbrug;222029.0;512841.0
107;NL:S:17480070;4.0;3.7;1.6;1.7;0.6;0.9;Zelhorstweg;Balkbrug;220489.5;512525.5
108;NL:S:17480090;4.7;5.2;1.5;2.0;0.9;0.9;Nieuweweg (Sluis 4);Balkbrug;219280.5;512273.0
109;NL:S:18500010;10.8;13.2;0.0;0.0;0.0;0.0;Noordikslaan;Almelo;241750.0;487452.0
110;NL:S:18500120;0.7;0.6;0.0;0.0;0.0;0.0;Sliepersdijk;Hoge Hexel;235058.5;490584.0
111;NL:S:18500140;0.0;0.0;0.0;0.0;0.0;0.0;Hammerweg;Vriezenveen;237584.0;491287.0
112;NL:S:19000320;1.9;2.6;0.0;0.0;0.0;0.0;Trageldijk;Coevorden;245780.5;520040.0
113;NL:S:19001410;21.6;21.5;0.0;0.0;0.0;0.0;Station;Coevorden;246257.5;520408.5
114;NL:S:19180200;0.8;0.2;0.0;0.0;0.0;0.0;Scheidijk;De Krim;242276.0;519464.5
115;NL:S:19180220;0.6;0.6;0.0;0.0;0.0;0.0;Dommerskanaal;De Krim;240860.5;519265.0
116;NL:S:19180260;1.3;1.4;0.0;0.0;0.0;0.0;Nieuwlandseweg;De Krim;239459.0;519064.5
117;NL:S:19180280;5.8;4.7;0.0;0.0;0.0;0.0;N.H. Kerk;De Krim;238684.0;518954.0
118;NL:S:19180300;4.6;4.7;0.0;0.0;0.0;0.0;Horstra's Wijk;De Krim;237957.5;518850.0
119;NL:S:19180332;0.3;0.5;0.0;0.0;0.0;0.0;Horstra's Wijk/Marsstraat;De Krim;238194.5;518464.5
120;NL:S:19180350;3.2;1.4;0.0;0.0;0.0;0.0;Marsstraat;De Krim;238386.0;518634.0
121;NL:S:19180450;0.1;0.6;0.0;0.0;0.0;0.0;Slagenweg/Lutteresweg;Ane;238950.0;517375.0
122;NL:S:19280010;0.8;0.9;0.0;0.0;0.0;0.0;Molenweg;De Krim;237232.5;518522.5
123;NL:S:19280030;0.8;0.5;0.0;0.0;0.0;0.0;Coevorderweg 171;De Krim;236480.0;517855.5
124;NL:S:19280050;0.4;0.3;0.0;0.0;0.0;0.0;Drukkerij Seinen;De Krim;236080.5;517505.0
125;NL:S:19280070;0.1;0.0;0.0;0.0;0.0;0.0;Coevorderweg 105;De Krim;235544.5;517033.0
126;NL:S:19380010;16.6;16.4;1.6;1.7;1.3;0.9;Schuineslootweg;Slagharen;233021.5;517380.0
127;NL:S:19380030;1.2;1.0;0.1;0.1;0.0;0.1;Herenstraat 108;Slagharen;233320.0;517028.0
128;NL:S:19380050;3.2;3.8;0.5;0.9;0.7;0.4;Witmanweg;Slagharen;233714.0;516571.5
129;NL:S:19380070;32.8;29.9;4.2;2.8;1.9;2.1;Vergouwlaan;Slagharen;233903.5;516350.5
130;NL:S:19380151;173.7;174.9;20.2;21.0;11.1;10.8;Centrum;Lutten;235217.5;514601.5
131;NL:S:19380191;13.3;13.9;2.2;2.6;1.4;1.2;Viaduct;Lutten;234397.0;514184.5
132;NL:S:19380280;0.4;0.5;0.0;0.0;0.0;0.0;Coevorderweg 89;Slagharen;234935.0;516513.0
133;NL:S:19380301;48.1;53.3;9.9;11.4;8.9;6.1;Centrum;Slagharen;234237.0;516008.5
134;NL:S:19380320;34.4;34.6;25.9;26.9;23.8;18.4;Attractiepark;Slagharen;234633.0;515436.5
135;NL:S:19380340;3.9;3.1;0.3;0.4;0.3;0.2;Dedemsvaartseweg 84;Lutten;233696.0;514132.5
136;NL:S:19380360;1.7;1.8;0.4;0.3;0.2;0.2;Coevorderweg;Lutten;233172.5;514091.0
137;NL:S:19380380;2.0;2.1;1.0;0.8;0.4;0.4;Tottenhamstraat/Proatkoele;Lutten;232166.5;514000.0
138;NL:S:19380400;2.8;2.7;0.6;0.3;0.4;0.4;Ongelukkige Wijk;Lutten;231713.0;513957.5
139;NL:S:19480010;2.0;2.0;0.2;0.4;0.2;0.2;Rheezerend 162;Dedemsvaart;231152.0;514148.0
140;NL:S:19480030;3.7;3.3;1.0;0.9;0.6;0.4;Rheezerend;Dedemsvaart;230348.0;514041.0
141;NL:S:19480050;2.3;4.4;0.5;0.5;0.7;0.5;Rheezerend 60;Dedemsvaart;229931.0;513987.0
142;NL:S:19480070;8.1;6.8;0.5;0.6;1.0;0.3;Industrieweg;Dedemsvaart;229518.0;513922.0
143;NL:S:19480090;5.5;6.0;0.5;0.6;0.2;0.4;Celsiusstraat;Dedemsvaart;229095.0;513867.5
144;NL:S:19480110;3.2;4.4;0.7;0.6;0.8;0.7;Van Haeringenstraat;Dedemsvaart;228504.5;513789.5
145;NL:S:19480130;47.9;44.3;5.7;6.4;3.6;3.2;De Magnolia;Dedemsvaart;228318.0;513679.5
146;NL:S:19480150;35.0;33.4;4.8;4.8;2.8;2.3;Hazelaar;Dedemsvaart;228371.5;513370.5
147;NL:S:19480170;15.6;18.5;4.6;4.1;1.8;3.4;Krikkenstraat;Dedemsvaart;227939.0;513097.5
148;NL:S:19480190;62.6;55.1;16.5;14.3;10.4;7.1;Haitjema;Dedemsvaart;227636.0;512984.0
149;NL:S:19480230;85.3;80.1;13.3;13.6;8.8;7.7;Adelaarweg;Dedemsvaart;227535.0;512505.5
150;NL:S:19480250;45.0;43.7;7.8;8.5;5.6;5.3;Sportlaan;Dedemsvaart;227157.5;512635.0
151;NL:S:19480280;78.3;91.9;16.9;16.7;11.8;10.3;Busstation;Dedemsvaart;226948.2;512924.8
152;NL:S:19480300;2.3;2.3;0.4;0.7;0.8;0.3;Hoofdvaart 115;Dedemsvaart;226422.5;512785.5
153;NL:S:19480320;3.2;3.3;0.4;0.3;0.1;0.2;Hoofdvaart 207;Dedemsvaart;225894.0;512677.0
154;NL:S:19480340;3.4;2.7;0.4;0.4;0.2;0.3;Het Rak;Dedemsvaart;224999.0;512853.5
155;NL:S:19480360;2.5;2.7;0.8;1.0;0.8;0.5;De Pol;Dedemsvaart;224788.0;513200.0
156;NL:S:19481990;6.6;7.6;0.0;0.0;0.0;0.0;Zwiersstraat;Dedemsvaart;227613.0;513680.0
157;NL:S:19580000;0.4;0.4;0.0;0.0;0.0;0.0;Station;Gramsbergen;242300.0;514395.0
158;NL:S:19580040;0.0;0.1;0.0;0.0;0.0;0.0;Aner Molen;Ane;240417.0;515531.0
159;NL:S:19580060;0.1;0.1;0.0;0.0;0.0;0.0;De Viersprong;Ane;240606.0;514799.0
160;NL:S:19580080;0.2;0.2;0.0;0.0;0.0;0.0;Slagenweg/Haarweg;Ane;239281.0;516991.0
161;NL:S:19580100;0.0;0.0;0.0;0.0;0.0;0.0;Slagenweg/Schansweg;Ane;239979.0;516169.0
162;NL:S:24350010;0.30000000000000004;0.30000000000000004;0.0;0.0;0.0;0.0;Spin;De Blesse;199603.5;538995.0
163;NL:S:24350030;1.6;1.7;0.0;0.0;0.0;0.0;Bovenweg;De Blesse;199112.5;539613.0
164;NL:S:24350050;1.7;2.4;0.0;0.0;0.0;0.0;Friese Veldweg;De Blesse;198025.0;538925.0
165;NL:S:24350070;2.0;1.5;0.0;0.0;0.0;0.0;Lagebroekweg;Blesdijke;197259.0;538346.5
166;NL:S:24350600;11.4;11.8;0.0;0.0;0.0;0.0;Noord;De Blesse;198806.7;540015.0
167;NL:S:24450030;1.0;1.1;0.0;0.0;0.0;0.0;Marijenkampen;Marijenkampen;201192.5;536571.0
168;NL:S:24450050;0.5;0.4;0.0;0.0;0.0;0.0;Eikenlaan;Willemsoord;200048.5;538447.5
169;NL:S:24451400;12.299999999999999;10.2;0.0;0.0;0.0;0.0;'t Centrum;Steenwijkerwold;200758.5;535452.0
170;NL:S:24451800;6.5;5.8;0.0;0.0;0.0;0.0;Willemsoord;Willemsoord;200502.0;537709.5
171;NL:S:24510020;17.0;17.1;0.0;0.0;0.0;0.0;Frieseweg;Oldemarkt;194701.0;537030.0
172;NL:S:24510040;4.1000000000000005;3.9000000000000004;0.0;0.0;0.0;0.0;Koningin Julianaweg;Oldemarkt;194812.0;536839.5
173;NL:S:24510060;9.0;6.6000000000000005;0.0;0.0;0.0;0.0;Parochiehuis;Oldemarkt;195051.5;537221.0
174;NL:S:24510070;2.0;2.0;0.0;0.0;0.0;0.0;Kruisstraat;Oldemarkt;193991.0;537179.0
175;NL:S:24510090;1.3;1.1;0.0;0.0;0.0;0.0;De Boterberg;Oldemarkt;193717.0;537313.0
176;NL:S:24550030;6.1;5.9;0.6;0.8;0.9;0.4;Zuidveen;Zuidveen;203786.0;532683.0
177;NL:S:24550050;5.4;7.199999999999999;0.4;0.6;0.3;0.3;Groot Verlaat;Steenwijk;202834.0;532269.5
178;NL:S:24550090;0.1;0.1;0.0;0.0;0.0;0.0;Onnaseveld;Steenwijk;207322.5;532360.0
179;NL:S:24550122;1.6;1.2;0.0;0.0;0.0;0.0;Bedelaarspad;Steenwijk;206422.0;532760.0
180;NL:S:24550160;2.5;4.1;1.8;0.8;1.2;0.7;Dolderbrug;Steenwijk;203300.5;533825.0
181;NL:S:24550220;0.9;0.5;0.0;0.0;0.0;0.0;Westercluft;Steenwijk;204783.0;534357.5
182;NL:S:24550360;0.6;0.5;0.0;0.0;0.0;0.0;Kallenkoterallee;Steenwijk;205262.0;533375.0
183;NL:S:24550380;0.7;0.3;0.0;0.0;0.0;0.0;Gagelsweg;Steenwijk;205288.5;533629.0
184;NL:S:24550400;1.4;1.1;0.0;0.0;0.0;0.0;Oostercluft;Steenwijk;205523.5;533976.0
185;NL:S:24550420;2.2;1.1;0.0;0.0;0.0;0.0;'t Schar;Steenwijk;205133.5;534305.0
186;NL:S:24552310;1.0;1.1;0.0;0.0;0.0;0.0;Gemeentewerken;Tuk;202912.5;534424.0
187;NL:S:24552330;0.7;0.6;0.0;0.0;0.0;0.0;Oldemarktseweg;Tuk;202629.5;534734.0
188;NL:S:24552350;0.6;0.5;0.0;0.0;0.0;0.0;Watertoren;Thij;201805.0;534905.0
189;NL:S:24552370;0.3;0.4;0.0;0.0;0.0;0.0;Thij;Thij;201021.0;535136.0
190;NL:S:24590100;26.0;12.9;0.0;0.0;0.0;0.0;Burchtstraat;Kuinre;185663.0;533277.0
191;NL:S:24610010;1.3;1.5999999999999999;0.0;0.0;0.0;0.0;Venebosweg;Ossenzijl;191003.0;535957.0
192;NL:S:24610030;0.8;1.2;0.0;0.0;0.0;0.0;Kloosterdijk;Ossenzijl;188950.0;534347.5
193;NL:S:24620010;35.8;29.9;0.0;0.0;0.0;0.0;Busstation;Lemmer;177508.8;540108.6
194;NL:S:24620110;0.2;0.6;0.0;0.0;0.0;0.0;Lemsterweg;Rutten;176907.0;538566.0
195;NL:S:24620130;9.1;8.1;0.0;0.0;0.0;0.0;Houtmolen;Lemmer;177287.0;539670.0
196;NL:S:24650010;0.6;0.4;0.0;0.0;0.0;0.0;Veendijk;Veendijk;209436.5;528435.0
197;NL:S:24650030;0.2;0.2;0.0;0.0;0.0;0.0;Bovenboer;Veendijk;208973.5;529722.5
198;NL:S:24650050;0.5;0.8;0.0;0.0;0.0;0.0;Havelterberg;Havelterberg;208108.5;531959.5
199;NL:S:24650070;0.1;0.1;0.0;0.0;0.0;0.0;Rotonde;Havelterberg;207690.5;532219.5
200;NL:S:24680010;0.1;0.30000000000000004;0.0;0.0;0.0;0.0;Uiterdijkenweg;Luttelgeest;185734.5;532502.5
201;NL:S:24720010;27.1;25.0;0.0;0.0;0.0;0.0;Lemsterpoort;Rutten;175955.0;535391.5
202;NL:S:24720090;0.7;0.8;0.0;0.0;0.0;0.0;Noordermeerweg;Rutten;175953.5;537636.5
203;NL:S:24750010;0.1;0.1;0.0;0.0;0.0;0.0;Zuivelfabriek;Kolderveen;207192.0;526756.5
204;NL:S:24750100;0.8999999999999999;1.8;0.0;0.0;0.0;0.0;Nijeveenseweg;Meppel;208566.5;524577.5
205;NL:S:24750120;4.3;2.6;0.0;0.0;0.0;0.0;De Schalle;Nijeveen;207515.5;527186.5
206;NL:S:24750140;5.4;3.0;0.0;0.0;0.0;0.0;Molenweg;Nijeveen;207544.5;527515.5
207;NL:S:24750160;13.1;6.7;0.0;0.0;0.0;0.0;Gemeentehuis;Nijeveen;207906.0;527659.5
208;NL:S:24750180;0.6;1.2;0.0;0.0;0.0;0.0;Kerkweg;Nijeveen;208334.5;527868.5
209;NL:S:24750200;0.5;0.2;0.0;0.0;0.0;0.0;Zonneberg;Nijeveen;208716.5;528118.5
210;NL:S:24820030;2.0;1.5;0.0;0.0;0.0;0.0;Wrakkenpad;Creil;174355.0;532396.5
211;NL:S:24820050;0.4;0.5;0.0;0.0;0.0;0.0;IJzerpad;Rutten;175208.5;533754.5
212;NL:S:24820090;31.0;28.2;0.0;0.0;0.0;0.0;Creil;Creil;173384.0;530726.5
213;NL:S:24920030;0.1;0.1;0.0;0.0;0.0;0.0;Weg van Ongenade;Espel;175514.5;526366.0
214;NL:S:24920050;0.9;0.8;0.0;0.0;0.0;0.0;Onderduikerspad;Espel;172438.5;527996.0
215;NL:S:24920070;1.0;0.9;0.0;0.0;0.0;0.0;Noordermiddenweg;Espel;173881.0;526383.0
216;NL:S:24920080;0.1;0.1;0.0;0.0;0.0;0.0;Espelerweg;Emmeloord;176871.5;526350.0
217;NL:S:24920110;14.3;13.1;0.0;0.0;0.0;0.0;Espel;Espel;172454.0;526399.0
218;NL:S:24920130;0.8;0.8;0.0;0.0;0.0;0.0;Klutenpad;Creil;172702.5;529508.0
219;NL:S:25000010;23.0;41.0;4.0;8.5;2.1999999999999997;3.7;Kettingstraat;Emmeloord;180102.5;524841.5
220;NL:S:25000030;4.5;6.6;2.5;4.0;0.8;1.6;Lange Dreef;Emmeloord;180451.0;524865.5
221;NL:S:25000050;26.200000000000003;43.400000000000006;7.4;12.100000000000001;10.3;6.800000000000001;Bunschotenlaan;Emmeloord;180560.5;524023.5
222;NL:S:25000070;8.5;12.5;0.5;1.5;0.30000000000000004;0.2;Emmeloord - Oost;Emmeloord;181259.0;524904.5
223;NL:S:25000100;21.200000000000003;36.3;4.9;9.5;4.2;5.800000000000001;Diemenlaan;Emmeloord;180258.0;523941.0
224;NL:S:25000130;1.7999999999999998;3.1;0.1;0.1;0.2;0.2;Ecopark;Emmeloord;182142.5;524730.5
225;NL:S:25000160;1.1;1.6;0.0;0.0;0.0;0.0;Ondernemersweg;Emmeloord;180181.5;523016.0
226;NL:S:25000180;3.5;5.1;0.0;0.0;0.0;0.0;Produktieweg;Emmeloord;180026.5;523647.5
